departamento,Seccion,Familia,SubFamilia,marca,linea,Referencia,CodBarras,descripcion Completa,descripcion 40 caracteres,Usa Lote,Principio Activo,cod_prov,Proveedor
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,SANOFI,,3664798079999,,ENTEROGERMINA SUSP ORAL 5ML X 10 FRASCOS SANOFI,ENTEROGERMINA 5ML X 10 FRASCOS SANOFI,T,ESPORAS DE BACILLUS CLAUSII,2401013,"CALOX INTERNATIONAL, C.A"
MEDICAMENTOS,TABLETAS,,,MEGALABS,,7591619000756,,KELAC 30MG X 4 TABLETAS SUBLINGUAL MEGALABS,KELAC 30MG X 4TAB SUBLINGUAL (KLINOS),T,KETOROLACO,12301010,"MEGALABS VZL, C.A."
MEDICAMENTOS,OVULOS,,,DROTAFARMA,,8902297024108,,CLOTRIMAZOL OVULOS 100MG X 7UND DROTAFARMA,CLOTRIMAZOL OVULOS 100MGX7UND DROTAFARMA,T,CLOTRIMAZOL,15301002,"DROGUERIA DROTACA, C.A                                                                              "
MEDICAMENTOS,TABLETAS,,,UNICURE,,8906005116994,,LEVOFLOXACINA 500MG X 10TAB UNICURE,LEVOFLOXACINA 500MG X 10TAB UNICURE,T,LEVOFLOXACINA,20801015,"DROGUERIA DROTACA, C.A                                                                              "
MEDICAMENTOS,TABLETAS,,,UNICURE,,8906005116604,,HIDROCLOROTIAZIDA 12.5MG X 10TAB UNICURE,HIDROCLOROTIAZIDA 12.5MG X10TAB(UNICURE),T,HIDROCLOROTIAZIDA,,"DROGUERIA DROTACA, C.A                                                                              "
MEDICAMENTOS,SUSPENSION,,,ELMOR,,7591062013303,,LIOLACTIL POLVO P/SUSP 1.5G X 6 SOBRES ELMOR,"LIOLACTIL 1,5GR SOBRES X6U(ELMOR)",T,LACTOBACILLUS ACIDOPHILUS,4202002,"LABORATORIOS ELMOR, C.A"
MEDICAMENTOS,TABLETAS,,,ELMOR,,7591062112242,,CEFONAX 500MG X 16TAB ELMOR,CEFONAX 500MG X 16TAB ELMOR,T,CEFADROXILO,15502001,"LABORATORIOS ELMOR, C.A"
MEDICAMENTOS,SUSPENSION,,,ELMOR,,7591062010029,,ALBICAR SUSP 400MG/10ML X 10ML ELMOR,ALBICAR 400MG SUSP 10ML (ELMOR),T,ALBENDAZOL,,"LABORATORIOS ELMOR, C.A"
MEDICAMENTOS,TABLETAS,,,ELMOR,,7591062000150,,BRUGESIC FORTE 800MG X 10TAB ELMOR,BRUGESIC FORTE 800MG X 10 COMP (ELMOR),T,IBUPROFENO,11501004,"LABORATORIOS ELMOR, C.A"
MEDICAMENTOS,TABLETAS,,,ELMOR,,7591062014607,,FLATORIL 125MG X 20TAB ELMOR,FLATORIL 125MG X 20CAP  (ELMOR),T,SIMETICONA,11501018,"LABORATORIOS ELMOR, C.A"
MEDICAMENTOS,JARABES,,,ELMOR,,7591062011217,,PEREBRON JBE ADULTO FRAMBUESA 50MG/5ML X 120ML ELMOR,PEREBRON JBE 50MG/ML 120ML (ELMOR),T,OXOLAMINA,2602001,"LABORATORIOS ELMOR, C.A"
MEDICAMENTOS,JARABES,,,ELMOR,,7591062011255,,PEREBRON JBE ADULTO MIEL-LIMON 50MG/5ML X 120ML ELMOR,PEREBRON 50MG/5ML MI-LI 120ML JBE(ELMOR),T,OXOLAMINA,,"LABORATORIOS ELMOR, C.A"
MEDICAMENTOS,GOTAS,,,ELMOR,,7591062016670,,TALZIC GOTAS PEDIAT 10MG/ML X 20ML ELMOR,TALZIC 10MG/ML GOTAS 20ML (ELMOR),T,CETIRIZINA,15901001,"LABORATORIOS ELMOR, C.A"
MEDICAMENTOS,SUSPENSION,,,ELMOR,,7591062017301,,TACHIPIRIN FORTE SUSP SABOR TUTTU-FRUTTI  160MG/5ML X 120ML  ELMORELMOR,TACHIPIRIN FORTE  JBE 120ML (ELMOR),T,ACETAMINOFEN,7901008,"LABORATORIOS ELMOR, C.A"
MEDICAMENTOS,TABLETAS,,,VARGAS,,7592349001020,,DIHIDROLIP 10MG X 10 COMPRIMIDOS VARGAS,DIHIDROLIP COMP REC 10MG X10 (VARGAS),T,LERCANIDIPINA,7901005,"LABORATORIOS VARGAS, S.A"
MEDICAMENTOS,TABLETAS,,,VARGAS,,7592349001037,,DIHIDROLIP 20MG X 10 COMPRIMIDOS VARGAS,DIHIDROLIP COMP REC 20MG X10 (VARGAS),T,LERCANIDIPINA,8601020,"LABORATORIOS VARGAS, S.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,BIOGLAS,,7598455000261,,BIOSTIGMIN (NEOSTIGMINA) 0.5MMG/1ML I.M/I.V (CAJA X 10 AMP) BIOGLASS,BIOSTIGMIN 0.5MMG/1ML I.M/I.V BIOGLASS,T,NEOSTIGMINA,12301001,"BIOGLAS PHARMACEUTICAL CASA DE REPRESENTACION, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,BIOGLAS,,7598455000414,,KETOGLASS (KETOPROFENO) 100MG/2ML X 1AMP I.V/I.M BIOGLASS,KETOGLASS 100MG/2MLX1AMP IV/IM BIOGLASS,T,KETOPROFENO,8601001,"BIOGLAS PHARMACEUTICAL CASA DE REPRESENTACION, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,BIOGLAS,,7598455000407,,BIOCORTIN (HIDROCORTISONA) 500MG POLVO I.V/ I.M X 1 AMP BIOGLAS,BIOCORTIN IV/IM AMP 500MG (BIOGLASS),T,HIDROCORTISONA,12301012,"BIOGLAS PHARMACEUTICAL CASA DE REPRESENTACION, C.A"
MEDICAMENTOS,JARABES,,,BALKER,,7597767000037,,SUEROLITO SABOR UVA 75mEq/L + ZINC X 400ML BALKER,SUEROLITO SOL UVA  400ML (BALKER),T,SUERO ORAL,19401005,"LABORATORIOS BALKER, C.A."
MEDICAMENTOS,JARABES,,,BALKER,,7597767000327,,SUEROLITO SABOR MANDARINA 75mEq/L + ZINC X 400ML BALKER,SUEROLITO SOL MANDARINA 400ML (BALKER),T,SUERO ORAL,19401006,"LABORATORIOS BALKER, C.A."
MEDICAMENTOS,JARABES,,,BALKER,,7597767000358,,SUEROLITO SABOR FRUIT PUNCH 75mEq/L + ZINC X 400ML BALKER,SUEROLITO SABOR FRUIT 75MEQ/L ZINCX400ML,T,SODIO-POTASIO-CALCIO-MAGNESIO,5001003,"LABORATORIOS BALKER, C.A."
MEDICAMENTOS,JARABES,,,BALKER,,7597767000013,,SUEROLITO SABOR COCO 75mEq/L + ZINC X 400ML BALKER,SUEROLITO SABOR COCO 75MEQ/L+ZINCX400ML,T,SUERO ORAL,8060C002,"LABORATORIOS BALKER, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,SULCAGEL,,7592904000031,,GEL LUBRICANTE INTIMO ESPERMATICIDA X 120CC LUBRIX,LUBRICANTE/ ESPERMATICIDA LUBRIX 120ML,T,LUBRICANTE,8060C022,"COMERCIALIZADORA DUFOUR 2023, C.A"
MEDICAMENTOS,JARABES,,,BALKER,,7597767000341,,SUEROLITO SABOR MANZANA VERDE 75mEq/L + ZINC X 400ML BALKER,SUEROLITO SOL MANZANA 400ML (BALKER),T,SODIO-POTASIO-CALCIO-MAGNESIO,8060C002,"LABORATORIOS BALKER, C.A."
MEDICAMENTOS,JARABES,,,BALKER,,7597767000020,,SUEROLITO SABOR FRESA 75mEq/L + ZINC X 400ML BALKER,SUEROLITO SOL FRESA 400ML (BALKER),T,SODIO-POTASIO-CALCIO-MAGNESIO,8076&002,"LABORATORIOS BALKER, C.A."
MEDICAMENTOS,MMQ,,,BIOSCRUB,,7595651000033,,CEPILLO QUIRURGICO SOL. IODADO 7.5% X 1UND BIOSCRUB,CEPILLO QUIRURGICO C/ IODO (BIOSCRUB),T,CEPILLO QUIRURGICO,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,SULCAGEL,,7592904000024,,GEL LUBRICANTE INTIMO X 120CC LUBRIX,LUBRICANTE ORIGINAL 120ML (LUBRIX),T,LUBRICANTE,8072G042,"COMERCIALIZADORA DUFOUR 2023, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,SULCAGEL,,7592904000017,,GEL LUBRICANTE INTIMO X 60CC LUBRIX,LUBRICANTE ORIGINAL 60ML (LUBRIX),T,LUBRICANTE,8106C022,"COMERCIALIZADORA DUFOUR 2023, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,SULCAGEL,,7592904000581,,GEL LUBRICANTE SEDA X 60CC LUBRIX,LUBRICANTE SEDA ACID HIALURO 60ML LUBRIX,T,LUBRICANTE,8200G012,"COMERCIALIZADORA DUFOUR 2023, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,SULCAGEL,,7592904000437,,GEL LUBRICANTE CHOCOLATE X 60CC LUBRIX,LUBRICANTE AROMA CHOCOLATE 60ML LUBRIX,T,LUBRICANTE,223532691,"COMERCIALIZADORA DUFOUR 2023, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,SULCAGEL,,7592904000468,,GEL LUBRICANTE PIÑA COLADA X 60CC LUBRIX,LUBRICANTE AROMA PIÑA COLADA 60ML LUBRIX,T,LUBRICANTE,8300A002,"COMERCIALIZADORA DUFOUR 2023, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,SULCAGEL,,7592904000451,,GEL LUBRICANTE MENTA X 60CC LUBRIX,LUBRICANTE AROMA MENTA 60ML LUBRIX,T,LUBRICANTE,3002002,"COMERCIALIZADORA DUFOUR 2023, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,SULCAGEL,,7592904000352,,GEL LUBRICANTE CALIDO X 70CC LUBRIX,LUBRICANTE CALIDO 60ML (LUBRIX),T,LUBRICANTE,8301C002,"COMERCIALIZADORA DUFOUR 2023, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,SULCAGEL,,7592904000444,,GEL LUBRICANTE FRESA X 60CC LUBRIX,LUBRICANTE AROMA FRESA 60ML LUBRIX,T,LUBRICANTE,,"COMERCIALIZADORA DUFOUR 2023, C.A"
MEDICAMENTOS,TABLETAS,,,OPHALAC,,7707035580745,,CEFALEXINA 500MG X 10 CAPSULAS (1 BLISTER) OPHALAC,CEFALEXINA 500MGX10 CAPSULAS OPHALAC,T,CEFALEXINA,8485C012,"CASA DE REPRESENTACION ROIPHARMA, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,JHC MEDICA,,6939364641212,,CIPROFLOXACINA SOL INYECTABLE I.V 200MG X 100ML JHC MEDICA,CIPROFLOXACINA 200MG AMP 100ML (KMPLUS),T,CIPROFLOXACINA,,"SUQUIR,CA"
MEDICAMENTOS,MMQ,,,JHC MEDICA,,4351020599125,,BOLSA DE ORINA 2000ML X 1UND JHC MEDICA,BOLSA DE ORINA 2000ML X 1UND JHC MEDICA,T,BOLSA DE ORINA,3002002,"SUQUIR,CA"
MEDICAMENTOS,MMQ,,,JHC,,2059912589101,,SONDA FOLEY 3 VIAS SILICON 22FR X 1UND JHC MEDICA.,SONDA FOLEY 3 VIAS SILICON 22FRX1UND JHC,T,SONDA DE SILICON,3002002,"SUQUIR,CA"
MEDICAMENTOS,MMQ,,,JHC,,5991258910126,,SONDA FOLEY 3 VIAS SILICON 24FR X 1UND JHC MEDICA,SONDA FOLEY 3 VIAS SILICON 24FRX1UND JHC,T,SONDA DE SILICON,3002002,"SUQUIR,CA"
MEDICAMENTOS,MMQ,,,PLUSMEDIC,,7597467002508,,MASCARILLA D/LIGAS COLOR NEGRO CAJA X 50 UNIDADES PLUSMEDIC,MASCARILLA DESCART NEG X1 UND(PLUSMEDIC),T,MASCARILLA,,"PLUSMEDIC, C.A"
MEDICAMENTOS,MMQ,,,PLUSMEDIC,,7597467000924,,HOJILLAS DE BISTURI #10 CAJA X 100 PZAS PLUSMEDIC,HOJILLAS DE BISTURI #10 CAJX100 PZAS,T,HOJILLA DE BISTURI,,"PLUSMEDIC, C.A"
MEDICAMENTOS,MMQ,,,PLUSMEDIC,,7597467000917,,HOJILLAS DE BISTURI #11 CAJA X 100 PZAS PLUSMEDIC,HOJILLAS DE BISTURI #11 CAJX100 PZAS,T,HOJILLA DE BISTURI,,"PLUSMEDIC, C.A"
MEDICAMENTOS,MMQ,,,PLUSMEDIC,,7597467001501,,SONDA FOLEY 2 VIAS LATEX 14FR X 1UND PLUSMEDIC,SONDA FOLEY 2VIAS X14FRX1UND PLUSMEDIC,T,SONDA FOLEY,,"PLUSMEDIC, C.A"
MEDICAMENTOS,MMQ,,,PLUSMEDIC,,7597467000740,,SONDA FOLEY 2 VIAS LATEX 16FR X 1UND PLUSMEDIC,SONDA  FOLEY 2 VIAS LATEX N°16 (PM),T,SONDA FOLEY,,"PLUSMEDIC, C.A"
MEDICAMENTOS,MMQ,,,PLUSMEDIC,,7597467000931,,HOJILLAS DE BISTURI #15 CAJA X 100 PZAS PLUSMEDIC,HOJILLAS DE BISTURI #15 CAJX100 PZAS,T,HOJILLA DE BISTURI,,"PLUSMEDIC, C.A"
MEDICAMENTOS,MMQ,,,PLUSMEDIC,,7597467000584,,TERMOMETRO ORAL DE MERCURIO X 1 PLUSMEDIC,TERMOMETRO ORAL DE MERCURIOX1 PLUSMEDIC,T,TERMOMETRO DE MERCURIO,,"PLUSMEDIC, C.A"
MEDICAMENTOS,MMQ,,,ALNA,,7593255000282,,ALCOHOL ANTISEPTICO 70% X 3785ML ALNA,ALCOHOL 3.785ML (ALNA),T,ALCOHOL ANTISEPTICO,,"ALNA ALCOHOLES NACIONALES, C.A"
MEDICAMENTOS,TABLETAS,,,CALOX,,7591519006698,,VALSARTAN-HIDROCLOROTIAZIDA 80MG-12.5MG X 14TAB CALOX,"VALSARTAN 80MG/12,5MG X 14 TAB (CALOX)",T,VALSARTAN+HIDROCLOROTIAZIDA,,"CALOX INTERNATIONAL, C.A"
MEDICAMENTOS,MMQ,,,ALNA,,7593255000091,,AGUA OXIGENADA 3% X 100ML ALNA,AGUA OXIGENADA 3% X 100ML ALNA,T,AGUA OXIGENADA,,"ALNA ALCOHOLES NACIONALES, C.A"
MEDICAMENTOS,OVULOS,,,SIEGFRIED,,7592601100485,,IMAZOL CAPS (OVULOS) VAGINALES 100MG X 6UND SIEGFRIED,IMAZOL 100MG X 6 CAP VAG (SIEGFRIED),T,CLOTRIMAZOL,,LABORATORIOS SIEGFRIED S.A
MEDICAMENTOS,GOTAS,,,SIEGFRIED,,7592601303114,,NONAFOL SOL GOTAS 10MG/ML X 15ML SIEGFRIED,NONAFOL 10MG/ML GTAS 15ML(SIEGFRIED),T,ACIDO FOLICO,,LABORATORIOS SIEGFRIED S.A
MEDICAMENTOS,JARABES,,,SIEGFRIED,,7592601100331,,DOCE PLEX ELIXIR X 120ML SIEGFRIED,DOCE-PLEX JBE ELIXIR 120ML (SIEGRIED),T,COMPLEJO B,,LABORATORIOS SIEGFRIED S.A
MEDICAMENTOS,MMQ,,,MRS,,7598284000241,,SET DE INFUSION BURETA X 150ML MRS,SET DE INFUSION BURETA X 150ML MRS,T,SET DE INFUSION CON BURETA,,"ING. DE INSPECCIONES Y PROYECTOS, C.A. INSPROY, C.A. (MRS)"
MEDICAMENTOS,MMQ,,,MRS,,7598284000029,,COMPRESA DE LAPAROTOMIA 18PX18P SOBRE X 5UNID MRS,COMPRESA D/LAPAROTOMIA 18P SOBX5UNID MRS,T,COMPRESA,,"ING. DE INSPECCIONES Y PROYECTOS, C.A. INSPROY, C.A. (MRS)"
MEDICAMENTOS,MMQ,,,MRS,,,,GASA ESTERIL 4PX4P SOBRE X 2UND MRS,GASA ESTERIL 4PX4P SOBRE X 2UND MRS,T,GASA,,"ING. DE INSPECCIONES Y PROYECTOS, C.A. INSPROY, C.A. (MRS)"
MEDICAMENTOS,MMQ,,,MRS,,9800000000109,,MONO+CAMISA PARA CIRUJANO MRS,MONO+CAMISA PARA CIRUJANO MRS,T,MONO + CAMISA CIRUJANO,,"ING. DE INSPECCIONES Y PROYECTOS, C.A. INSPROY, C.A. (MRS)"
MEDICAMENTOS,MMQ,,,MRS,,9800000000106,,KIT DE CIRUJANO MRS,KIT DE CIRUJANO MRS,T,KIT DE CIRUJANO,,"ING. DE INSPECCIONES Y PROYECTOS, C.A. INSPROY, C.A. (MRS)"
MEDICAMENTOS,CREMAS,,,CALOX,,7591519000887,,CLOTRIMAZOL CREMA TOPICA 1% X20G CALOX,CLOTRIMAZOL CREMA 1% X 20G (CALOX),T,CLOTRIMAZOL,,"CALOX INTERNATIONAL, C.A"
MEDICAMENTOS,MMQ,,,MRS,,9800000000107,,KIT DE LAPAROTOMIA ESTERIL MRS,KIT DE LAPAROTOMIA ESTERIL MRS,T,KIT DE LAPAROTOMIA,,"ING. DE INSPECCIONES Y PROYECTOS, C.A. INSPROY, C.A. (MRS)"
MEDICAMENTOS,MMQ,,,MRS,,9800000000102,,CENTROS DE CAMA X 10UNID MRS,CENTROS DE CAMA X 10UNID MRS,T,CENTRO DE CAMA,,"ING. DE INSPECCIONES Y PROYECTOS, C.A. INSPROY, C.A. (MRS)"
MEDICAMENTOS,TABLETAS,,,DOLLDER,,7592803002372,,HEPROX 0.4MG X 30 TABLETAS DOLLDER,HEPROX 0.4MG X 30 CAP L.P (DOLLDER),T,TAMSULOSINA,,"ESPECIALIDADES DOLLDER,C.A"
MEDICAMENTOS,TABLETAS,,,DOLLDER,,7592803001610,,CYNT 40MG X 10TAB (SIMVASTATINA) DOLLDER,CYNT 40MG X 10TAB (SIMVASTATINA) DOLLDER,T,SIMVASTATINA,361011,"ESPECIALIDADES DOLLDER,C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,BIOS PHARMACEUTIC,,7595481000234,,BARRA DERMOLIMPIADORA PARA PIEL GRASA X 90G BIOS PHARMACEUTIC,BARRA DERMOLIMP. P.GRASA 90GR BIOS,T,TRICLOSAN,,"BIOS PHARMACEUTIC, C.A"
MEDICAMENTOS,TABLETAS,,,DOLLDER,,7592803002532,,DROPIL 100MG X 40TAB (QUETIAPINA) DOLLDER,DROPIL 100MG X 40COMP (DOLLDER),T,QUETIAPINA,,"ESPECIALIDADES DOLLDER,C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,BIOS PHARMACEUTIC,,7595481000241,,BARRA DERMOLIMPIADORA PARA PIEL SECA X 90G BIOS PHARMACEUTIC,BARRA DERMOLIMP. P.SECA 90GR BIOS,T,TRICLOSAN,,"BIOS PHARMACEUTIC, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,BIOS PHARMACEUTIC,,7595481000265,,BARRA DERMOLIMPIADORA NEUTRA X 90G BIOS PHARMACEUTIC,BARRA DERMOLIMP. NEUTRA 90GR BIOS,T,ACEITE DE PALMA+EXTRACTO DE ALOE VERA,,"BIOS PHARMACEUTIC, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,ZOAH,,7596211001149,,GEL LIMPIADOR FACIAL X120ML ZOAH,GEL LIMPIADOR FACIAL LIMP/PRO 120ML ZOAH,T,GEL LIMPIADOR FACIL,,"ZOAH INVERSIONES, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,ZOAH,,7596211001033,,CREMA HIDRATANTE DIA X 50ML ZOAH,CREMA ZOAH HIDRATANTE DIA 50ML,T,CREMA HIDRATANTE,,"ZOAH INVERSIONES, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,ZOAH,,7596211001118,,PANTALLA SOLAR FACIAL  X 50ML ZOAH,PANTALLA SOLAR FACIAL ZOAH 50ML,T,PANTALLA SOLAR,,"ZOAH INVERSIONES, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,ZOAH,,7596211001071,,BB CREAM TONO CLARO X 50ML ZOAH,BB CREAM ZOAH TONO CLARO 50ML,T,CREMA,,"ZOAH INVERSIONES, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,ZOAH,,7596211001088,,BB CREAM TONO MEDIO+50FSP X 50ML ZOAH,BB CREAM ZOAH TONO MEDIO 50ML,T,CREMA,13658306,"ZOAH INVERSIONES, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,ZOAH,,7596211001095,,BB CREAM TONO OSCURO X 50ML ZOAH,BB CREAM TONO OSCURO X 50ML ZOAH,T,CREMA,,"ZOAH INVERSIONES, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,ZOAH,,7596211000098,,BRUMA FACIAL MIST (FIJADOR DE MAQUILLAJE) X 240ML ZOAH,BRUMA FACIAL MISTX240ML ZOAH,T,FIJADOR DE MAQUILLAJE,,"ZOAH INVERSIONES, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,ZOAH,,7596211001156,,AGUA MICELAR PH NEUTRO X 250ML ZOAH,AGUA MICELAR ZOAH 250ML,T,AGUA MICELAR,,"ZOAH INVERSIONES, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,ZOAH,,7596211001101,,MASCARILLA FACIAL EFECTO LIFTING X 15ML ZOAH,MASC FACIAL EFECTO LIFTINGX15ML ZOAH,T,MASCARILLA FACIAL,146031031,"ZOAH INVERSIONES, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,ZOAH,,7596211001040,,CREMA NUTRITIVA NOCHE X 50ML ZOAH,CREMA ZOAH NUTRITIVA NOCHE 50ML,T,CREMA NUTRITIVA,100009,"ZOAH INVERSIONES, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,ZOAH,,7596211001132,,CREMA CONTORNO DE OJOS X 15ML ZOAH,CREMA CONTOR. D/OJOS ANTI-EDAD 15ML ZOAH,T,CREMA,100010,"ZOAH INVERSIONES, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,ZOAH,,7596211001064,,GEL EXFOLIANTE FACIAL PROFUNDO X 50ML ZOAH,EXFOLIANTE  FACIAL PROFUNDO ZOAH 50ML,T,GEL EXFOLIANTE,100011,"ZOAH INVERSIONES, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,ZOAH,,7596211000036,,SERUM FACIAL X 30ML ZOAH,SERUM FACIAL NIACI / AC.LACT 30ML ZOAH,T,HYDRA B+NIACINAMIDA+ACIDO LACTICO+COLAGENO+ACEITE DE ALMEDRA+CENTELLA ASIATICA+ALOE VERA,100315,"ZOAH INVERSIONES, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,ZOAH,,7596211000050,,CREMA DESMAQUILLANTE X 120ML ZOAH,CREMA DESMAQUILLANTE ZOAH 120ML,T,CREMA DESMAQUILLANTE,100356,"ZOAH INVERSIONES, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,ZOAH,,7596211000043,,BALSAMO LABIAL X 15ML ZOAH,BALSAMO LABIAL ZOAH 15ML,T,BALSAMO,100302,"ZOAH INVERSIONES, C.A."
MEDICAMENTOS,MMQ,,,BRIUTCARE,,742033994696,,CURITAS ADHESIVAS CIRCULARES X100UND BRIUTCARE,CURITAS ADHESIVAS CIRCULARES 100UND,T,CURITAS,100021,"BRIUTCARE INVERSIONES M.R.C.S.21, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,SENSE,,723592773397,,PRESERVATIVO EXTRA GRANDE X 3UND  SENSE,PRESERVATIVOS SENSE EXT. GRANDE X 3 ,T,PRESERVATIVOS,100213,"BRIUTCARE INVERSIONES M.R.C.S.21, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,NATALCARE,,723592772765,,PRUEBA DE EMBARAZO X 5UND NATALCARE,PRUEBA DE EMBARAZO X 5 TEST (NATALCARE) ,T,PRUEBA DE EMBARAZO,100295,"BRIUTCARE INVERSIONES M.R.C.S.21, C.A"
MEDICAMENTOS,MMQ,,,BRIUTCARE,,723592772666,,ADHESIVO DE TELA COLOR BLANCO 2.54CM X 4.57M X 1UND BRIUTCARE,"""ADHESIVO TELA 1"""" X 5YD (BRIUTCARE)""",T,ADHESIVO,100338,"BRIUTCARE INVERSIONES M.R.C.S.21, C.A"
MEDICAMENTOS,TABLETAS,,,LAPROFF,,7703038050544,,SULFATO FERROSO 300MG MULTIPACK 30 BLISTER X 10 TABLETAS LAPROFF,SULFATO FERROSO 300MG 30 BLSTX10 TAB,T,SULFATO FERROSO,100381,"CASA DE REPRESENTACIONES NAUTICA, C.A"
MEDICAMENTOS,JARABES,,,TECNOFARMA,,,,ZIFLUVIS GRANULADO 600MG X 30 SOBRE BIOQUIFAR,ZIFLUVIS GRANU 600MG X30 SOBRE BIOQUIFAR,T,ACETILCISTEINA,100192,"CASA DE REPRESENTACION ROIPHARMA, C.A"
MEDICAMENTOS,TABLETAS,,,NOVARTIS,,7702635720423,,TRILEPTAL OXCARBAZEPINA 300MG X 30TAB NOVARTIS,TRILEPTAL 300MG X 30 TAB (NOVARTIS),T,OXCARBAZEPINA,100364,"CASA DE REPRESENTACION ROIPHARMA, C.A"
MEDICAMENTOS,SUSPENSION,,,GENFAR,,7702605100682,,CEFALEXINA POLVO P/SUSP 250MG/5ML X 60ML GENFAR,CEFALEXINA 250MG/5ML X60ML (GENFAR),T,CEFALEXINA,100238,"CASA DE REPRESENTACION ROIPHARMA, C.A"
MEDICAMENTOS,SUSPENSION,,,SANFER,,7707177970633,,NISTATINA 100.000UI/ML SUSPENSION X 60ML SANFER,NISTATINA 100.000UI/ML SUSPX60ML SANFER,T,NISTATINA,100365,"CASA DE REPRESENTACION ROIPHARMA, C.A"
MEDICAMENTOS,JARABES,,,VINCENTI,,7592782000352,,KAYIVIS SOLUCION TOPICA 10ML VINCENTI,KAYIVIS SOLUCION TOPICA 10ML VINCENTI,T,ACIDO SALICILICO,100239,"LABORATORIOS VINCENTI, C.A."
MEDICAMENTOS,JARABES,,,VINCENTI,,7592782001861,,SOLUNOVAR SOLUCION BUCAL X 120ML VINCENTI,SOLUNOVAR COMP. SOL. 120 ML (VINCENTI),T,BENCIDAMINA,100258,"LABORATORIOS VINCENTI, C.A."
MEDICAMENTOS,CUIDADO INFANTIL,,,GENIAL,,7453038487573,,BIBERON CON SONAJERO ANTI-COLICO X 3OZ GENIAL,BIBERON SONAJERO ANTI-COLICOX3OZ GENIAL,T,BIBERON,100327,"INVERSIONES ZONA FRIA, C.A"
MEDICAMENTOS,CUIDADO INFANTIL,,,GENIAL,,7453010030766,,SET DE BIBERON CON ASA 5OZ X 3UNID GENIAL,SET DE BIBERON CON ASA 5OZX3UNID GENIAL,T,,100210,"INVERSIONES ZONA FRIA, C.A"
MEDICAMENTOS,CUIDADO INFANTIL,,,GENIAL,,7453038482103,,KIT DE CUIDADO PARA BEBE X 5PZAS GENIAL (GN-BCS002),KIT DE CUIDADO PARA BEBEX5PZAS GENIAL,T,,100056,"INVERSIONES ZONA FRIA, C.A"
MEDICAMENTOS,CUIDADO INFANTIL,,,GENIAL,,7453010089153,,BIBERON BOCA ANCHA X 8OZ 4+ MESES GENIAL,BIBERON BOCA ANCHA X 8OZ 4+ MESES GENIAL,T,BIBERON,100335,"INVERSIONES ZONA FRIA, C.A"
MEDICAMENTOS,CUIDADO INFANTIL,,,GENIAL,,7453038491235,,BIBERON CUELLO ANCHO X 6OZ GENIAL,BIBERON 6OZ GENIAL +3M B-6052-1,T,BIBERON,100330,"INVERSIONES ZONA FRIA, C.A"
MEDICAMENTOS,CUIDADO INFANTIL,,,VACUUM,,759814877,,TERMO ACERO INOXIDABLE + 3 TAZAS VACUUM,TERMO ACERO INOXIDABLE + 3 TAZAS VACUUM,T,,100266,"INVERSIONES ZONA FRIA, C.A"
MEDICAMENTOS,RECETURA,,,LA ABEJITA,,7597134000097,,ACEITE DE ALMENDRAS X 120ML LA ABEJITA,ACEITE DE ALMENDRAS X 120ML LA ABEJITA,T,ACEITE DE ALMENDRA,100331,LABORATORIO LA ABEJITA
